language,title,summary,url,image_url,hashtags
"es","5 razones para testar a tus jugadores","Dentro de una buena metodología de entrenamiento, la fase de tests no debe faltar. Descubre 5 razones para evaluar a tus jugadores y sacarles partido.","https://www.ppf11.com/es/blog/5-razones-para-testar-a-tus-jugadores","https://www.preparationphysiquefootball.com/images/blog/Entrainement-de-la-vitesse-en-football-U14-U15.jpg","#planificación"
"es","6 puntos esenciales para una buena pretemporada","La pretemporada marca tu temporada entera. Descubre los 6 puntos clave para preparar a tu equipo en lo físico, táctico y mental sin improvisar.","https://www.ppf11.com/es/blog/6-puntos-esenciales-pretemporada","https://www.preparationphysiquefootball.com/images/blog/Preparation-estivale-en-football-amateur-5-conseils.jpg","#material"
"es","7 consejos para dormir mejor y recuperar más","El sueño es el recuperador número 1, por delante de masajes o baños fríos. Descubre 7 consejos para dormir mejor, recuperar más y lesionarte menos.","https://www.ppf11.com/es/blog/7-consejos-para-dormir-mejor","https://www.preparationphysiquefootball.com/images/blog/c-est-le-moyen-de-recuperation-numero-un.jpg","#prevención"
"es","Los 7 grandes principios del entrenamiento físico","Progresividad, continuidad, variedad, alternancia, especificidad, individualización y carga útil: los 7 principios que rigen todo entrenamiento eficaz.","https://www.ppf11.com/es/blog/7-principios-fundamentales-del-entrenamiento","https://www.preparationphysiquefootball.com/images/blog/7-grands-principes.jpg","#planificación"
"es","7 razones para usar la escalera de coordinación en fútbol","La escalera de coordinación tiene grandes ventajas, pero también límites. Descubre 7 razones para usarla y los errores que debes evitar con tus jugadores.","https://www.ppf11.com/es/blog/7-razones-para-usar-la-escalera-de-coordinacion","https://www.preparationphysiquefootball.com/images/blog/7-raisons-d-utiliser-l-echelle-de-rythme.jpg","#coordinación"
"es","8 formas de mejorar tu confianza en el fútbol","La confianza no es innata: se construye con trabajo y experiencia. Descubre de dónde viene, el papel del entrenador y 8 ejercicios para reforzarla.","https://www.ppf11.com/es/blog/8-formas-de-mejorar-la-confianza","https://www.preparationphysiquefootball.com/images/blog/creez-votre-routine-de-concentration.jpg","#mental"
"es","Las características y cualidades de los líderes y capitanes","No existe un retrato robot del líder perfecto, pero sí cualidades comunes. Descubre las 10 características que todo buen capitán debería cultivar.","https://www.ppf11.com/es/blog/caracteristicas-de-lideres-y-capitanes","https://www.preparationphysiquefootball.com/images/blog/Les-caracteristiques-et-les-qualites-des-leaders-et-des-capitaines.jpg","#gestión"
"es","Cómo construir tu sesión de velocidad","La velocidad no es solo correr en línea recta. Aprende a construir tu sesión paso a paso: calentamiento, secuencias, recuperaciones y planificación.","https://www.ppf11.com/es/blog/como-construir-tu-sesion-de-velocidad","https://www.preparationphysiquefootball.com/images/blog/Comment-construire-sa-seance-de-vitesse.jpg","#velocidad"
"es","Cómo desarrollar la potencia en el fútbol","La potencia combina fuerza y velocidad y está en la base de duelos, saltos, sprints y golpeos. Descubre tu perfil y los métodos para desarrollarla.","https://www.ppf11.com/es/blog/como-desarrollar-la-potencia-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Le-travail-de-vitesse-en-football.jpg","#fuerza"
"es","Cómo desarrollar los isquiotibiales","Los isquiotibiales concentran la mayoría de las lesiones musculares en el fútbol. Aprende por qué y cómo desarrollarlos para lesionarte menos y rendir más.","https://www.ppf11.com/es/blog/como-desarrollar-los-isquiotibiales","https://www.preparationphysiquefootball.com/images/blog/Comment-developper-ses-ischio-jambiers.jpg","#prevención"
"es","Cómo dar confianza a tus jugadores en el fútbol","La confianza no es innata: se construye, se alimenta y puede destruirse. Descubre 6 ideas concretas para reforzarla sesión tras sesión.","https://www.ppf11.com/es/blog/dar-confianza-a-tus-jugadores","https://www.preparationphysiquefootball.com/images/blog/Connaissez-vous-votre-oeil-peripherique-dominant.jpg","#mental"
"es","¿Deben doler los estiramientos?","El dolor no tiene por qué formar parte de los estiramientos. Descubre cómo los protocolos y la regularidad te permiten progresar en flexibilidad sin sufrir.","https://www.ppf11.com/es/blog/deben-doler-los-estiramientos","https://www.preparationphysiquefootball.com/images/blog/Les-etirements-doivent-ils-etre-douloureux.jpg","#coordinación"
"es","Las distancias a recorrer en tus ejercicios intermitentes","Cada jugador tiene su propia VAM. Aprende a calcular la distancia exacta de tus 30-30 y 15-15 para individualizar el trabajo intermitente en el campo.","https://www.ppf11.com/es/blog/distancias-ejercicios-intermitentes","https://www.preparationphysiquefootball.com/images/blog/la-vitesse-en-football.jpg","#resistencia"
"es","Ejemplo de rutina de estiramientos en fútbol","Una rutina completa de estiramientos para el tren inferior: úsala tras el entrenamiento o el partido para recuperar y ganar flexibilidad.","https://www.ppf11.com/es/blog/ejemplo-de-rutina-de-estiramientos","https://www.preparationphysiquefootball.com/images/blog/Exemple-d-une-routine-d-etirements.jpg","#coordinación"
"es","6 ejemplos de ejercicios intermitentes en futsal","El trabajo intermitente mejora el VO2máx mejor que la carrera continua. Descubre 6 ejercicios de futsal: carreras, fuerza, reacción y juegos reducidos.","https://www.ppf11.com/es/blog/ejercicios-intermitentes-de-futsal","https://www.preparationphysiquefootball.com/images/blog/soccer-573767_640.jpg","#futsal"
"es","El bio-banding: agrupar a los jóvenes por madurez biológica","¿Y si agrupar a tus jugadores por su madurez biológica, y no por su edad, los hiciera progresar más? Descubre el bio-banding y cómo aplicarlo.","https://www.ppf11.com/es/blog/el-bio-banding-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Nouvelle-approche-dans-le-d%C3%A9veloppement-du-jeune-footballeur.jpg","#fútbolbase"
"es","El calentamiento en el fútbol: métodos y ejercicios","Eleva la temperatura muscular hasta los 39°, descubre el calentamiento «ruso» de abajo arriba y prepara a tus jugadores para rendir y evitar lesiones.","https://www.ppf11.com/es/blog/el-calentamiento-en-futbol","https://www.preparationphysiquefootball.com/images/blog/L-%C3%A9chauffement-en-football.jpg","#prevención"
"es","El circuit training en fútbol","Por qué, cuándo y cómo usar el circuit training en fútbol: método, beneficios, consejos prácticos y ejemplos de circuitos listos para tus sesiones.","https://www.ppf11.com/es/blog/el-circuit-training-en-futbol","https://www.preparationphysiquefootball.com/images/blog/circuit-training-special-Prevention-des-blessures.jpg","#fuerza"
"es","Cómo tu discurso de entrenador mejora (o sabotea) el trabajo físico","Puedes tener los ejercicios perfectos y, aun así, que el trabajo físico no ocurra. Descubre cómo tus palabras orientan la calidad física real de tus jugadores.","https://www.ppf11.com/es/blog/el-discurso-del-coach-trabajo-fisico","https://www.preparationphysiquefootball.com/images/blog/Le-decrassage-en-football.jpg","#gestión"
"es","El fartlek en el fútbol amateur: guía completa","Origen, ventajas, inconvenientes y formas del fartlek, ese «juego de velocidad» nacido en Suecia. Aprende a programarlo en tu equipo amateur.","https://www.ppf11.com/es/blog/el-fartlek-en-futbol-amateur","https://www.preparationphysiquefootball.com/images/blog/Les-ischio-jambiers-5-raisons-de-les-developper.jpg","#resistencia"
"es","El core en el fútbol: por qué, cómo y para quién","Mucho más que planchas estáticas: descubre por qué el core es la clave para transmitir fuerza, proteger la espalda y rendir más en el campo.","https://www.ppf11.com/es/blog/el-trabajo-de-core-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Gainage-specifique-football.jpg","#fuerza"
"es","Resistencia en el fútbol amateur: ¿con o sin balón?","¿Footing e intermitentes o juegos reducidos? Las dos vías tienen ventajas y límites. Aprende cuándo y por qué usar cada una en tu equipo.","https://www.ppf11.com/es/blog/endurance-con-o-sin-balon","https://www.preparationphysiquefootball.com/images/blog/Travail-de-l-endurance-en-football-amateur.jpg","#resistencia"
"es","Esguince de tobillo en el fútbol: tratamiento y prevención","El tobillo es la articulación más expuesta al esguince en el fútbol. Entiende por qué ocurre, cómo curarlo bien y cómo evitar la recidiva.","https://www.ppf11.com/es/blog/esguince-de-tobillo","https://www.preparationphysiquefootball.com/images/blog/entorse-cheville.jpg","#prevención"
"es","¿Hay que estirar antes de los partidos de fútbol? Verdadero o falso","¿Estirar antes de un partido resta fuerza? La respuesta depende del tipo de estiramiento. Descubre qué método sí tiene cabida en el calentamiento.","https://www.ppf11.com/es/blog/estirar-antes-de-los-partidos","https://www.preparationphysiquefootball.com/images/blog/Faut-il-s-etirer-avant-les-matchs.jpg","#coordinación"
"es","¿Hay que estirar después del esfuerzo en el fútbol?","Un fisioterapeuta de la Selección de Francia responde: sí, hay que estirar tras el esfuerzo. Te explicamos las reglas de oro, el protocolo y los errores a evitar.","https://www.ppf11.com/es/blog/estirar-despues-del-esfuerzo","https://www.preparationphysiquefootball.com/images/blog/Faut-il-s-etirer-apres-l-effort.jpg","#prevención"
"es","Fútbol y comba: por qué, cuándo y cómo usarla","La comba es de las herramientas más completas y baratas del futbolista: cardio, explosividad, coordinación, tobillos y apoyos en un solo gesto. Te lo cuento todo.","https://www.ppf11.com/es/blog/futbol-y-comba","https://www.preparationphysiquefootball.com/images/blog/Football-et-Corde-a-sauter-pourquoi-quand-comment.jpg","#coordinación"
"es","La gestión mental de la lesión","La forma en que gestionas mentalmente tu lesión condiciona la rapidez y la calidad de tu recuperación. Descubre cómo afrontarla y convertirla en una oportunidad.","https://www.ppf11.com/es/blog/gestion-mental-de-la-lesion","https://www.preparationphysiquefootball.com/images/blog/La-gestion-mentale-de-la-blessure.jpg","#mental"
"es","Golpear más fuerte en el fútbol: 7 formas","La técnica es esencial, pero tiene límites. Descubre 7 formas de aumentar la potencia de tu golpeo: potencia = fuerza × distancia / tiempo.","https://www.ppf11.com/es/blog/golpear-mas-fuerte-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Frappe-plus-fort-en-football-7-moyens.jpg","#fuerza"
"es","La hidratación del futbolista","Una deshidratación del 1% reduce tu rendimiento un 10%. Aprende cuándo, cuánto y qué beber para rendir más, lesionarte menos y recuperar mejor.","https://www.ppf11.com/es/blog/hidratacion-del-futbolista","https://www.preparationphysiquefootball.com/images/blog/Hydratation.jpg","#nutrición"
"es","El intermitente específico en el fútbol","El fútbol es un deporte intermitente de esfuerzos explosivos repetidos. Aprende a diseñar un intermitente con el ratio real del partido (1/8).","https://www.ppf11.com/es/blog/intermitente-especial","https://www.preparationphysiquefootball.com/images/blog/intermittent-special.jpg","#resistencia"
"es","¿Deben estirar los jóvenes futbolistas?","Tipos de estiramientos, objetivos y franjas de edad: la guía para saber cómo y cuándo deben estirar tus jóvenes futbolistas para ganar flexibilidad.","https://www.ppf11.com/es/blog/jovenes-y-estiramientos","https://www.preparationphysiquefootball.com/images/blog/Les-jeunes-doivent-ils-s-%C3%A9tirer.jpg","#fútbolbase"
"es","La cohesión de grupo en el fútbol: la clave del éxito","Para muchos entrenadores, lo esencial es crear un grupo antes que nada. Descubre qué es la cohesión, para qué sirve y cómo reforzarla en tu equipo.","https://www.ppf11.com/es/blog/la-cohesion-de-grupo-clave-del-exito","https://www.preparationphysiquefootball.com/images/blog/La-cohesion-de-groupe-la-cle-du-succes.jpg","#gestión"
"es","La comida ideal del futbolista","Comer bien te da energía, acelera la recuperación y reduce el riesgo de lesión. Descubre los consejos del INSEP y trucos para mejorar tu alimentación.","https://www.ppf11.com/es/blog/la-comida-ideal-del-futbolista","https://www.preparationphysiquefootball.com/images/blog/Le-repas-ideal-du-footballeur.jpg","#nutrición"
"es","La formación de los jóvenes futbolistas: principios y métodos","Edad biológica, fases de desarrollo, edades de oro y principios clave: descubre cómo formar a tus jóvenes futbolistas con una visión a largo plazo.","https://www.ppf11.com/es/blog/la-formacion-de-los-jovenes-futbolistas","https://www.preparationphysiquefootball.com/images/blog/La-formation-des-jeunes-footballeurs.jpg","#fútbolbase"
"es","La pliometría en fútbol: por qué, cuándo y cómo","La pliometría es una de las formas más eficaces de mejorar la explosividad en fútbol. Descubre por qué, cuándo y cómo aplicarla sin lesionar.","https://www.ppf11.com/es/blog/la-pliometria-en-futbol","https://www.preparationphysiquefootball.com/images/blog/La-pliometrie-en-football-pourquoi-quand-comment.jpg","#fuerza"
"es","La propiocepción en el fútbol: por qué, cuándo y cómo","El GPS interno de tu cuerpo previene lesiones, mejora el bloqueo articular y afina la coordinación. Descubre cómo, cuándo y con quién trabajar la propiocepción.","https://www.ppf11.com/es/blog/la-propiocepcion-en-futbol","https://www.preparationphysiquefootball.com/images/blog/La-proprioception-pourquoi-quand-comment.jpg","#prevención"
"es","La recuperación mental en el fútbol","La recuperación mental es tan importante como el entrenamiento. Descubre por qué te cansas mentalmente y qué métodos te ayudan a recuperar de verdad.","https://www.ppf11.com/es/blog/la-recuperacion-mental-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Apprenez-a-respirer.jpg","#mental"
"es","Las edades de oro del desarrollo deportivo en los jóvenes","Cada cualidad física tiene su momento ideal para trabajarse. Descubre las edades de oro y qué priorizar según la edad de tus jugadores jóvenes.","https://www.ppf11.com/es/blog/las-edades-de-oro-del-aprendizaje","https://www.preparationphysiquefootball.com/images/blog/Les-ages-d-or.jpg","#fútbolbase"
"es","Lesiones musculares y articulares: ¿qué hacer?","Los primeros gestos tras una rotura fibrilar o un esguince marcan tu recuperación. Aprende el protocolo POLICE, el balance de campo y la atención completa.","https://www.ppf11.com/es/blog/lesiones-musculares-articulares-que-hacer","https://www.preparationphysiquefootball.com/images/blog/Blessures-musculaires-et-articulaires-que%20faire.jpg","#prevención"
"es","Lesiones musculares en el fútbol: prevención y tratamiento","Contractura, distensión, tirón, rotura: aprende a distinguirlas, a tratarlas con el protocolo POLICE y a prevenirlas para que tus jugadores no recaigan.","https://www.ppf11.com/es/blog/lesiones-musculares-prevencion-tratamiento","https://www.preparationphysiquefootball.com/images/blog/contracture-%C3%A9longations-d%C3%A9chirures.jpg","#prevención"
"es","Cómo crear tus juegos reducidos en fútbol","Los juegos reducidos trabajan físico, técnica, táctica y mental a la vez. Descubre por qué funcionan y cómo diseñarlos con 16 ejemplos prácticos.","https://www.ppf11.com/es/blog/los-juegos-reducidos-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Peut-on-ameliorer-son-explosivite-sans-courir.jpg","#planificación"
"es","¿Solo hay que mantenerse en forma durante el parón estival?","El parón estival del fútbol amateur dura unas 10 semanas. ¿Y si en lugar de solo mantenerte aprovecharas ese tiempo para mejorar de verdad?","https://www.ppf11.com/es/blog/mantenerse-durante-el-paron-estival","https://www.preparationphysiquefootball.com/images/blog/Faut-il-seulement-s-entretenir-pendant-la-treve-estivale.jpg","#planificación"
"es","Cómo mejorar tu salto vertical y rematar de cabeza con potencia en el aire","Aprende a mejorar tu salto vertical y a estabilizarte en suspensión para ganar más duelos aéreos y rematar de cabeza con potencia.","https://www.ppf11.com/es/blog/mejorar-el-salto-vertical-y-el-cabeceo","https://www.preparationphysiquefootball.com/images/blog/Comment-ameliorer-sa-detente-verticale-et-effectuer-une-tete-puissante-en-l-air.jpg","#fuerza"
"es","Mejorar la cohesión de grupo con el trabajo físico","Una sesión física dura, bien dosificada, no solo mejora la forma: también crea cohesión de grupo. Descubre cómo el trabajo físico refuerza el mental y la unión.","https://www.ppf11.com/es/blog/mejorar-la-cohesion-con-el-trabajo-fisico","https://www.preparationphysiquefootball.com/images/blog/Peut-on-ameliorer-la-cohesion-de-groupe-par-le-travail-physique.jpg","#gestión"
"es","Cómo mejorar tu flexibilidad en el fútbol","Estiramientos pasivos largos, fase plástica y el protocolo de C. Geoffroy: la guía para ganar de verdad flexibilidad y rendir mejor en el campo.","https://www.ppf11.com/es/blog/mejorar-la-flexibilidad-en-futbol","https://www.preparationphysiquefootball.com/images/blog/Ameliorer-sa-souplesse.jpg","#coordinación"
"es","El mental y tus acciones decisivas en el partido","Solo el 5% de las acciones explosivas decide un partido. Descubre por qué el físico no basta y cómo el mental marca la diferencia en esos instantes.","https://www.ppf11.com/es/blog/mental-y-acciones-decisivas-en-partido","https://www.preparationphysiquefootball.com/images/blog/8-exercices-pour-ameliorer-l-explosivite.jpg","#mental"
"es","¿Pueden los jóvenes hacer pliometría?","Durante años se creyó peligrosa para el crecimiento. Hoy la ciencia demuestra que, bien dosificada, la pliometría es segura y eficaz en los jóvenes.","https://www.ppf11.com/es/blog/pliometria-en-jovenes-futbolistas","https://www.preparationphysiquefootball.com/images/blog/Les-jeunes-peuvent-ils-faire-de-la-pliom%C3%A9trie.jpg","#fútbolbase"
"es","5 sesiones para trabajar la potencia aeróbica (Sub-15 a adultos)","Teoría clara sobre resistencia, VO2máx y trabajo intermitente, más 5 sesiones detalladas para que tus jugadores rindan igual en el minuto 90.","https://www.ppf11.com/es/blog/potencia-aerobica-sesiones-intermitente","https://www.preparationphysiquefootball.com/images/blog/5-avantages-du-travail-intermittent.jpg","#resistencia"
"es","Preparación física de pretemporada: 7 consejos y errores a evitar","La pretemporada estival es un periodo clave. Aquí tienes 7 consejos y errores a evitar para preparar a tu equipo con cabeza y empezar la temporada con buen pie.","https://www.ppf11.com/es/blog/preparacion-fisica-de-pretemporada-7-consejos","https://www.preparationphysiquefootball.com/images/blog/4-raisons-de-bien-recuperer-pendant-la-preparation-estivale.jpg","#planificación"
"es","Preparación física disociada, asociada e integrada: ¿qué es?","Disociada, asociada o integrada: descubre las 3 grandes formas de trabajar el físico en el fútbol, con ejemplos, ventajas, límites y cuándo usar cada una.","https://www.ppf11.com/es/blog/preparacion-fisica-disociada-asociada-integrada","https://www.preparationphysiquefootball.com/images/blog/Preparation-physique-dissociee-associee-et-integree-c-est-quoi.jpg","#planificación"
"es","¿Qué comer antes de un partido de fútbol?","La comida previa al partido puede darte energía y ligereza o arruinar el trabajo de toda la semana. Aprende qué comer, cuándo y qué evitar.","https://www.ppf11.com/es/blog/que-comer-antes-de-un-partido","https://www.preparationphysiquefootball.com/images/blog/Que-manger-avant-un-match.jpg","#nutrición"
"es","Qué comer después de los partidos y los entrenamientos","Tras un partido intenso, lo que comes decide si recuperas o no. Descubre qué tomar en los 30 minutos clave y en las horas siguientes para progresar.","https://www.ppf11.com/es/blog/que-comer-despues-de-partidos-y-entrenamientos","https://www.preparationphysiquefootball.com/images/blog/Que-manger-apres-les-matchs-et-les-entrainements.jpg","#nutrición"
"es","Parón invernal: ¿hay que volver a hacer una preparación física?","Tras el parón invernal tus jugadores vuelven cansados y desentrenados. Descubre por qué una mini-preparación en enero puede cambiar tu segunda vuelta.","https://www.ppf11.com/es/blog/que-preparacion-fisica-tras-navidad","https://www.preparationphysiquefootball.com/images/blog/Quelle-pr%C3%A9paration-physique-apr%C3%A8s-noel.jpg","#planificación"
"es","¿Qué trabajo físico hacer antes de un partido?","El último entrenamiento antes del partido debe preparar la competición, no desarrollar cualidades. Te explicamos cómo llegar fresco y activado.","https://www.ppf11.com/es/blog/que-trabajo-fisico-antes-de-un-partido","https://www.preparationphysiquefootball.com/images/blog/Quel-travail-physique-avant-un-match.jpg","#planificación"
"es","Recuperación con frío y calor en el fútbol: métodos prácticos","Frío, calor, duchas de contraste, crioterapia: descubre cómo usar la temperatura para recuperar mejor entre dos entrenamientos o entre partido y sesión.","https://www.ppf11.com/es/blog/recuperacion-ducha-fria-ducha-caliente","https://www.preparationphysiquefootball.com/images/blog/recuperation-froid-et-chaud.jpg","#prevención"
"es","Cómo repartir el trabajo físico en la semana y en la sesión","Aprende a distribuir cada cualidad física según el día y el momento de la sesión para llegar al máximo al partido del domingo, con la regla de las 72h.","https://www.ppf11.com/es/blog/repartir-el-trabajo-fisico-semana-sesion","https://www.preparationphysiquefootball.com/images/blog/Exemple-de-s%C3%A9ance-ax%C3%A9e-endurance.jpg","#planificación"
"es","¿Cuál es el test de VAM más adaptado al fútbol?","Continuo o intermitente, en línea recta o en lanzadera… Descubre qué test de VAM se adapta mejor al fútbol y por qué el 30-15 de Buchheit es el rey.","https://www.ppf11.com/es/blog/test-vam-mas-adaptado-en-futbol","https://www.preparationphysiquefootball.com/images/blog/echauffement-et-football-amateur.jpg","#resistencia"
"es","Qué tiempos de recuperación en un trabajo de velocidad","Para que un trabajo de velocidad sea eficaz, la recuperación lo es todo. Descubre cuánto descanso necesitan tus jugadores entre sprints, series y repeticiones.","https://www.ppf11.com/es/blog/tiempos-de-recuperacion-trabajo-de-velocidad","https://www.preparationphysiquefootball.com/images/blog/Quels-temps-de-recuperation-au-cours-d-un-travail-de-vitesse.jpg","#velocidad"
"es","¿Hay que trabajar la velocidad en el fútbol amateur?","En el fútbol amateur el tiempo es limitado: ¿conviene priorizar lo aeróbico o la velocidad? Descubre cómo lograr pequeñas mejoras con grandes efectos.","https://www.ppf11.com/es/blog/trabajar-la-velocidad-en-futbol-amateur","https://www.preparationphysiquefootball.com/images/blog/Le-travail-de-vitesse-en-football-amateur.jpg","#velocidad"
"es","¿Hay que hacer trabajo de fuerza en los jóvenes futbolistas?","Durante años se creyó peligroso. Hoy la ciencia demuestra lo contrario: el joven puede y debe entrenar la fuerza para desarrollarse de forma óptima.","https://www.ppf11.com/es/blog/trabajo-de-fuerza-en-jovenes-futbolistas","https://www.preparationphysiquefootball.com/images/blog/Faut-il-faire-un-renforcement-musculaire-chez-les-jeunes-footballeurs.jpg","#fútbolbase"
"es","El trabajo de sprint en cuesta en el fútbol","El sprint en cuesta es uno de los ejercicios de velocidad con resistencia más accesibles y completos. Descubre cómo entrenarlo y todos sus beneficios.","https://www.ppf11.com/es/blog/trabajo-de-sprint-en-cuesta","https://www.preparationphysiquefootball.com/images/blog/vous-oubliez-peut-etre-de-faire-ce-travail-de-vitesse.jpg","#velocidad"
"es","El trabajo de velocidad en bajada en el fútbol","La sobrevelocidad en bajada rompe la barrera de la velocidad y mejora la frecuencia de zancada. Aprende a aplicarla sin material y sin riesgos.","https://www.ppf11.com/es/blog/trabajo-de-velocidad-en-bajada","https://www.preparationphysiquefootball.com/images/blog/Le-travail-de-vitesse-en-descente.jpg","#velocidad"
"es","VAM, PAM, VO2máx: ¿qué diferencias hay?","VAM, PAM y VO2máx se usan a diario sin entenderse del todo. Te explico qué es cada una, cómo se relacionan y por qué en fútbol mandas con la VAM.","https://www.ppf11.com/es/blog/vam-pam-vo2max-diferencias","https://www.preparationphysiquefootball.com/images/blog/VMA-PMA-VO2-quelles-differences.jpg","#resistencia"
"es","Velocidad y cambios de dirección en el fútbol","La velocidad en el fútbol no es solo línea recta. Descubre qué es la agilidad, cómo testarla y cómo mejorar tus cambios de dirección con tus jugadores.","https://www.ppf11.com/es/blog/velocidad-y-cambios-de-direccion","https://www.preparationphysiquefootball.com/images/blog/La-vitesse-avec-changement-de-direction.jpg","#velocidad"
"es","PAM, VAM, vías energéticas y ácido láctico: explicaciones","¿Qué son la PAM y la VAM? ¿Cuáles son las vías energéticas y qué papel juega el ácido láctico? Te lo explicamos de forma sencilla y rigurosa.","https://www.ppf11.com/es/blog/vias-energeticas-acido-lactico","https://www.preparationphysiquefootball.com/images/blog/Renforcer-ses-quadriceps-et-ses-mollets.jpg","#resistencia"
"en","10 qualities a coach should have","Inspired by F. Ducasse's book, these 10 qualities will help you listen, build a bond and manage your football team better.","https://www.ppf11.com/en/blog/10-qualities-a-coach-should-have","https://www.preparationphysiquefootball.com/images/blog/8-qualites-quun-coach-devrait-avoir.jpg","#coaching"
"en","10 qualities for succeeding in football","Determination, emotional control, discipline, clear goals... Discover the 10 qualities that players and coaches need to perform and succeed.","https://www.ppf11.com/en/blog/10-qualities-for-succeeding-in-football","https://www.preparationphysiquefootball.com/images/blog/10-qualit%C3%A9s-pour-r%C3%A9ussir-dans-le-football.jpg","#mentaltraining"
"en","10 agility exercises in football","Discover what agility is, when and how to work on it with your players, and 6 exercises ready for your amateur football sessions.","https://www.ppf11.com/en/blog/10-agility-exercises-in-football","https://www.preparationphysiquefootball.com/images/blog/Developper-ses-obliques.jpg","#speed"
"en","The 10 key factors of the player's long-term development","Discover the 10 key factors of Long-Term Player Development (LTPD) according to the Canadian model, a global reference adapted to football.","https://www.ppf11.com/en/blog/the-10-key-factors-of-the-player-s-long-term-development","https://www.preparationphysiquefootball.com/images/blog/Frappez-plus-fort.jpg","#youthfootball"
"en","12 strength-interval exercises in football","Combine strength and running in a single session: Cometti's progression, effort-recovery times and 12 ready-to-use exercises.","https://www.ppf11.com/en/blog/12-strength-interval-exercises-in-football","https://www.preparationphysiquefootball.com/images/blog/2-exemples-de-travail-intermittent-force.jpg","#endurance"
